id,age
358,83
359,11
360,54
361,23
362,28
363,39
364,35
365,76
366,62
367,66
368,43
369,6
370,20
371,28
372,70
373,57
374,84
375,12
376,8
377,33
378,40
379,68
380,71
381,42
382,37
383,82
384,60
385,75
386,34
387,26
388,61
389,29
390,59
391,69
392,46
393,18
394,1
395,73
396,78
397,0
398,54
399,76
400,20
401,19
402,55
403,59
404,12
405,67
406,2
407,68
408,39
409,51
410,54
411,48
412,8
413,6
414,4
415,36
416,43
417,44
418,7
419,44
420,50
421,64
422,55
423,33
424,27
425,12
426,56
427,55
428,38
429,3
430,3
431,82
432,69
433,29
434,30
435,37
436,52
437,64
438,22
439,40
440,46
441,7
442,40
443,13
444,55
445,63
446,81
447,73
448,43
449,30
450,8
451,55
452,53
453,71
454,42
455,5
456,11
457,66
458,25
459,55
460,1
461,47
462,0
463,27
464,70
465,35
466,56
467,27
468,31
469,77
470,66
471,35
472,53
473,38
474,8
475,5
476,0
477,19
478,13
479,6
480,78
481,76
482,45
483,34
484,44
485,86
486,35
487,49
488,37
489,79
490,66
491,55
492,54
493,37
494,68
495,18
496,25
497,61
498,27
499,54
500,11
501,63
502,61
503,57
504,23
505,18
506,85
507,0
508,47
509,61
510,50
511,19
512,9
513,76
514,38
515,2
516,64
517,82
518,75
519,25
520,61
521,37
522,43
523,20
524,85
525,40
526,64
527,50
528,86
529,46
530,61
531,30
532,16
533,49
534,3
535,21
536,2
537,8
538,30
539,10
540,36
541,83
542,17
543,22
544,37
545,37
546,59
547,39
548,28
549,1
550,29
551,41
552,36
553,52
554,6
555,75
556,44
557,85
558,61
559,56
560,48
561,74
562,68
563,53
564,18
565,63
566,13
567,13
568,40
569,78
570,71
571,58
572,16
573,61
574,12
575,75
576,14
577,33
578,69
579,48
580,69
581,35
582,47
583,11
584,11
585,32
586,17
587,76
588,62
589,75
590,72
591,23
592,55
593,29
594,55
595,72
596,26
597,42
598,8
599,13
600,8
601,45
602,67
603,20
604,8
605,54
606,42
607,43
608,33
609,50
610,51
611,25
612,66
613,37
614,55
615,44
616,32
617,63
618,48
619,20
620,54
621,30
622,13
623,75
624,66
625,51
626,31
627,20
628,11
629,43
630,53
631,57
632,56
633,6
634,44
635,64
636,40
637,24
638,26
639,14
640,77
641,5
642,43
643,14
644,63
645,22
646,4
647,62
648,38
649,25
650,24
651,43
652,63
653,63
654,70
655,60
656,57
657,17
658,34
659,1
660,2
661,42
662,59
663,59
664,76
665,26
666,11
667,85
668,53
669,38
670,39
671,43
672,21
673,5
674,46
675,79
676,4
677,45
678,72
679,7
680,28
681,72
682,62
683,72
684,5
685,73
686,48
687,68
688,58
689,35
690,24
691,28
692,27
693,65
694,29
695,28
696,47
697,60
698,34
699,11
700,79
701,52
702,22
703,56
704,20
705,4
706,82
707,52
708,64
709,33
710,59
711,61
712,61
713,78
714,63
715,7
716,7
717,85
718,58
719,62
720,54
721,1
722,33
723,51
724,16
725,50
726,48
727,15
728,77
729,8
730,67
731,57
732,66
733,47
734,53
735,32
736,28
737,18
738,10
739,34
740,75
741,63
742,54
743,45
744,27
745,41
746,12
747,21
748,17
749,26
750,21
751,37
752,20
753,82
754,15
755,52
756,56
757,12
758,68
759,74
760,83
761,31
762,30
763,47
764,60
765,14
766,63
767,56
768,76
769,13
770,35
771,1
772,60
773,33
774,63
775,67
776,8
777,24
778,46
779,48
780,45
781,9
782,57
783,53
784,40
785,53
786,4
787,51
788,48
789,43
790,81
791,18
792,68
793,44
794,9
795,22
796,41
797,50
798,16
799,77
800,62
801,54
802,63
803,70
804,11
805,45
806,42
807,73
808,42
809,5
810,42
811,64
812,40
813,27
814,35
815,12
816,43
817,27
818,11
819,51
820,33
821,55
822,59
823,3
824,70
825,10
826,58
827,15
828,49
829,40
830,34
831,21
832,4
833,64
834,0
835,44
836,69
837,67
838,47
839,56
840,51
841,54
842,70
843,47
844,32
845,22
846,67
847,36
848,15
849,10
850,39
851,83
852,8
853,6
854,88
855,36
856,61
857,34
858,53
859,46
860,55
861,52
862,78
863,71
864,40
865,20
866,67
867,67
868,13
869,65
870,22
871,6
872,17
873,17
874,75
875,58
876,42
877,18
878,78
879,40
880,22
881,40
882,23
883,60
884,89
885,63
886,44
887,45
888,69
889,30
890,75
891,30
892,79
893,49
894,62
895,50
896,1
897,28
898,29
899,64
900,51
901,71
902,20
903,26
904,37
905,69
906,22
907,64
908,41
909,16
910,45
911,9
912,22
913,70
914,77
915,52
916,28
917,87
918,52
919,81
920,53
921,39
922,45
923,22
924,30
925,7
926,34
927,23
928,38
929,10
930,0
931,50
932,7
933,26
934,51
935,22
936,33
937,28
938,48
939,50
940,47
941,44
942,48
943,65
944,8
945,42
946,52
947,26
948,29
949,15
950,83
951,32
952,1
953,39
954,73
955,42
956,6
957,65
958,57
959,49
960,83
961,56
962,19
963,43
964,6
965,77
966,73
967,52
968,26
969,39
970,73
971,5
972,16
973,64
974,8
975,45
976,24
977,80
978,19
979,56
980,89
981,9
982,4
983,32
984,75
985,48
986,48
987,53
988,9
989,28
990,49
991,50
992,51
993,69
994,38
995,56
996,23
997,24
998,49
999,37
1000,50
1001,59
1002,65
1003,92
1004,47
1005,58
1006,45
1007,67
1008,66
1009,55
1010,34
1011,33
1012,30
1013,46
1014,73
1015,19
1016,62
1017,5
1018,79
1019,8
1020,11
1021,65
1022,38
1023,2
1024,18
1025,16
1026,47
1027,29
1028,8
1029,59
1030,50
1031,31
1032,61
1033,14
1034,15
1035,48
1036,70
1037,53
1038,43
1039,6
1040,70
1041,49
1042,35
1043,20
1044,3
1045,10
1046,69
1047,87
1048,6
1049,23
1050,49
1051,58
1052,49
1053,69
1054,82
1055,77
1056,34
1057,51
1058,59
1059,53
1060,65
1061,72
1062,64
1063,37
1064,17
1065,29
1066,39
1067,19
1068,23
1069,40
1070,32
1071,68
1072,30
1073,76
1074,13
1075,56
1076,87
1077,56
1078,37
1079,56
1080,63
1081,50
1082,61
1083,23
1084,66
1085,32
1086,4
1087,58
1088,61
1089,4
1090,15
1091,45
1092,52
1093,43
1094,16
1095,24
1096,17
1097,27
1098,25
1099,22
1100,34
1101,38
1102,81
1103,28
1104,72
1105,24
1106,46
1107,71
1108,68
1109,12
1110,15
1111,34
1112,55
1113,5
1114,18
1115,71
1116,81
1117,66
1118,10
1119,25
1120,5
1121,61
1122,72
1123,33
1124,59
1125,20
1126,27
1127,91
1128,48
1129,71
1130,22
1131,63
1132,44
1133,54
1134,13
1135,67
1136,54
1137,19
1138,56
1139,85
1140,50
1141,2
1142,59
1143,17
1144,25
1145,73
1146,1
1147,33
1148,89
1149,37
1150,43
1151,51
1152,12
1153,76
1154,28
1155,2
1156,32
1157,31
1158,76
1159,10
1160,58
1161,31
1162,40
1163,49
1164,65
1165,55
1166,29
1167,50
1168,41
1169,23
1170,70
1171,30
1172,52
1173,43
1174,12
1175,37
1176,48
1177,31
1178,31
1179,6
1180,19
1181,2
1182,32
1183,23
1184,48
1185,7
1186,72
1187,19
1188,67
1189,30
1190,47
1191,47
1192,4
1193,79
1194,50
1195,0
1196,40
1197,50
1198,30
1199,62
1200,24
1201,57
1202,50
1203,59
1204,60
1205,47
1206,60
1207,29
1208,43
1209,72
1210,57
1211,48
1212,4
1213,55
1214,65
1215,6
1216,21
1217,46
1218,45
1219,35
1220,11
1221,43
1222,43
1223,48
1224,5
1225,62
1226,62
1227,5
1228,7
1229,14
1230,24
1231,27
1232,45
1233,38
1234,1
1235,54
1236,0
1237,6
1238,48
1239,12
1240,52
1241,27
1242,4
1243,6
1244,34
1245,44
1246,29
1247,52
1248,79
1249,25
1250,60
1251,74
1252,26
1253,68
1254,29
1255,0
1256,42
1257,7
1258,6
1259,64
1260,55
1261,10
1262,65
1263,61
1264,49
1265,65
1266,69
1267,24
1268,49
1269,16
1270,18
1271,31
1272,30
1273,53
1274,17
1275,19
1276,7
1277,49
1278,78
1279,60
1280,50
1281,69
1282,23
1283,48
1284,42
1285,66
1286,48
1287,50
1288,51
1289,30
1290,48
1291,22
1292,72
1293,8
1294,46
1295,39
1296,37
1297,23
1298,33
1299,29
1300,73
1301,10
1302,41
1303,13
1304,81
1305,20
1306,69
1307,56
1308,63
1309,17
1310,49
1311,40
1312,51
1313,64
1314,23
1315,66
1316,2
1317,9
1318,88
1319,18
1320,3
1321,31
1322,58
1323,5
1324,47
1325,48
1326,45
1327,72
1328,53
1329,49
1330,2
1331,76
1332,12
1333,43
1334,79
1335,77
1336,10
1337,66
1338,14
1339,4
1340,3
1341,68
1342,42
1343,37
1344,75
1345,36
1346,11
1347,33
1348,77
1349,21
1350,17
1351,31
1352,7
1353,53
1354,68
1355,61
1356,78
1357,30
1358,48
1359,85
1360,67
1361,35
1362,69
1363,31
1364,51
1365,22
1366,34
1367,94
1368,17
1369,36
1370,52
1371,6
1372,56
1373,7
1374,20
1375,42
1376,57
1377,31
1378,57
1379,24
1380,78
1381,2
1382,0
1383,60
1384,9
1385,28
1386,53
1387,21
1388,74
1389,43
1390,60
1391,21
1392,4
1393,29
1394,48
1395,22
1396,1
1397,71
1398,51
1399,32
1400,23
1401,30
1402,30
1403,54
1404,29
1405,47
1406,47
1407,61
1408,27
1409,5
1410,58
1411,74
1412,26
1413,50
1414,63
1415,28
1416,89
1417,45
1418,46
1419,35
1420,32
1421,54
1422,9
1423,10
1424,82
1425,28
1426,34
1427,57
1428,30
1429,38
1430,15
1431,15
1432,27
1433,73
1434,42
1435,8
1436,52
1437,19
1438,25
1439,14
1440,50
1441,22
1442,86
1443,51
1444,1
1445,54
1446,47
1447,75
1448,10
1449,32
1450,29
1451,52
1452,37
1453,18
1454,21
1455,15
1456,56
1457,51
1458,46
1459,35
1460,32
1461,45
1462,52
1463,78
1464,49
1465,49
1466,19
1467,51
1468,82
1469,13
1470,83
1471,41
1472,43
1473,31
1474,50
1475,10
1476,11
1477,64
1478,60
1479,50
1480,57
1481,42
1482,26
1483,2
1484,74
1485,39
1486,4
1487,18
1488,34
1489,62
1490,50
1491,59
1492,34
1493,11
1494,54
1495,23
1496,1
1497,46
1498,44
1499,48
1500,50
1501,34
1502,72
1503,7
1504,71
1505,29
1506,34
1507,46
1508,59
1509,54
1510,28
1511,11
1512,43
1513,67
1514,53
1515,5
1516,50
1517,38
1518,51
1519,4
1520,25
1521,57
1522,65
1523,41
1524,86
1525,47
1526,61
1527,3
1528,79
1529,17
1530,38
1531,50
1532,53
1533,35
1534,78
1535,24
1536,48
1537,66
1538,33
1539,62
1540,7
1541,52
1542,73
1543,30
1544,17
1545,20
1546,1
1547,9
1548,38
1549,17
1550,77
1551,22
1552,63
1553,25
1554,51
1555,57
1556,5
1557,43
1558,33
1559,20
1560,50
1561,63
1562,20
1563,44
1564,7
1565,43
1566,53
1567,68
1568,1
1569,70
1570,47
1571,55
1572,80
1573,73
1574,2
1575,32
1576,15
1577,21
1578,35
1579,66
1580,37
1581,46
1582,24
1583,41
1584,39
1585,17
1586,50
1587,25
1588,19
1589,73
1590,16
1591,10
1592,71
1593,11
1594,47
1595,46
1596,40
1597,23
1598,75
1599,49
1600,51
1601,69
1602,36
1603,39
1604,9
1605,29
1606,44
1607,14
1608,4
1609,80
1610,37
1611,28
1612,15
1613,8
1614,24
1615,23
1616,24
1617,84
1618,18
1619,83
1620,34
1621,26
1622,70
1623,38
1624,61
1625,11
1626,51
1627,12
1628,58
1629,46
1630,54
1631,42
1632,72
1633,66
1634,78
1635,43
1636,68
1637,59
1638,26
1639,19
1640,71
1641,65
1642,16
1643,23
1644,64
1645,66
1646,29
1647,41
1648,14
1649,27
1650,43
1651,63
1652,48
1653,27
1654,2
1655,72
1656,38
1657,56
1658,12
1659,35
1660,42
1661,65
1662,26
1663,36
1664,37
1665,3
1666,75
1667,47
1668,48
1669,70
1670,18
1671,67
1672,29
1673,57
1674,5
1675,66
1676,44
1677,5
1678,28
1679,86
1680,63
1681,70
1682,20
1683,29
1684,28
1685,25
1686,1
1687,51
1688,84
1689,52
1690,30
1691,3
1692,56
1693,49
1694,19
1695,20
1696,45
1697,2
1698,29
1699,61
1700,28
1701,25
1702,52
1703,11
1704,4
1705,49
1706,62
1707,77
1708,74
1709,86
1710,29
1711,19
1712,49
1713,10
1714,14
1715,63
1716,35
1717,68
1718,8
1719,59
1720,61
1721,49
1722,21
1723,53
1724,55
1725,40
1726,62
1727,51
1728,68
1729,26
1730,84
1731,13
1732,41
1733,32
1734,40
1735,86
1736,67
1737,28
1738,5
1739,0
1740,9
1741,41
1742,9
1743,27
1744,31
1745,31
1746,58
1747,18
1748,57
1749,79
1750,25
1751,74
1752,38
1753,22
1754,76
1755,70
1756,62
1757,4
1758,57
1759,24
1760,1
1761,7
1762,36
1763,54
1764,31
1765,44
1766,59
1767,31
1768,13
1769,69
1770,31
1771,78
1772,27
1773,65
1774,25
1775,9
1776,11
1777,82
1778,5
1779,40
1780,17
1781,6
1782,51
1783,65
1784,45
1785,71
1786,55
1787,35
1788,54
1789,24
1790,33
1791,41
1792,24
1793,27
1794,64
1795,69
1796,41
1797,83
1798,13
1799,28
1800,6
1801,44
1802,56
1803,24
1804,73
1805,1
1806,66
1807,55
1808,34
1809,69
1810,16
1811,30
1812,12
1813,46
1814,94
1815,37
1816,39
1817,39
1818,49
1819,1
1820,74
1821,68
1822,65
1823,42
1824,75
1825,55
1826,4
1827,36
1828,79
1829,28
1830,14
1831,79
1832,74
1833,31
1834,69
1835,39
1836,56
1837,64
1838,30
1839,43
1840,33
1841,19
1842,73
1843,44
1844,33
1845,58
1846,72
1847,43
1848,81
1849,33
1850,34
1851,62
1852,89
1853,67
1854,5
1855,49
1856,33
1857,30
1858,57
1859,7
1860,20
1861,25
1862,81
1863,40
1864,65
1865,61
1866,60
1867,2
1868,39
1869,18
1870,0
1871,61
1872,6
1873,1
1874,82
1875,33
1876,79
1877,79
1878,22
1879,0
1880,32
1881,63
1882,31
1883,12
1884,17
1885,61
1886,47
1887,24
1888,51
1889,19
1890,48
1891,82
1892,63
1893,40
1894,10
1895,54
1896,6
1897,77
1898,57
1899,3
1900,24
1901,27
1902,45
1903,30
1904,16
1905,37
1906,2
1907,69
1908,60
1909,52
1910,1
1911,68
1912,88
1913,28
1914,37
1915,52
1916,3
1917,1
1918,49
1919,66
1920,23
1921,34
1922,55
1923,74
1924,67
1925,34
1926,84
1927,29
1928,32
1929,45
1930,34
1931,19
1932,73
1933,40
1934,62
1935,35
1936,20
1937,75
1938,43
1939,36
1940,25
1941,49
1942,38
1943,90
1944,21
1945,16
1946,55
1947,0
1948,72
1949,62
1950,47
1951,14
1952,78
1953,27
1954,8
1955,25
1956,64
1957,45
1958,84
1959,34
1960,39
1961,66
1962,75
1963,35
1964,6
1965,26
1966,12
1967,72
1968,2
1969,26
1970,25
1971,40
1972,21
1973,58
1974,31
1975,59
1976,62
1977,46
1978,45
1979,26
1980,81
1981,59
1982,66
1983,84
1984,33
1985,72
1986,20
1987,22
1988,57
1989,84
1990,29
1991,50
1992,26
1993,55
1994,2
1995,66
1996,47
1997,82
1998,15
1999,54
2000,74
2001,23
2002,1
2003,20
2004,59
2005,32
2006,1
2007,60
2008,29
2009,33
2010,43
2011,93
2012,53
2013,8
2014,79
2015,29
2016,57
2017,37
2018,36
2019,32
2020,33
2021,77
2022,4
2023,34
2024,50
2025,36
2026,37
2027,18
2028,30
2029,71
2030,81
2031,14
2032,27
2033,13
2034,3
2035,41
2036,34
2037,1
2038,25
2039,38
2040,31
2041,86
2042,35
2043,73
2044,4
2045,17
2046,48
2047,47
2048,52
2049,73
2050,42
2051,41
2052,56
2053,27
2054,49
2055,31
2056,49
2057,30
2058,32
2059,6
2060,6
2061,18
2062,85
2063,9
2064,71
2065,44
2066,24
2067,43
2068,57
2069,47
2070,36
2071,79
2072,3
2073,26
2074,51
2075,83
2076,14
2077,3
2078,68
2079,81
2080,84
2081,85
2082,38
2083,17
2084,11
2085,81
2086,3
2087,92
2088,26
2089,50
2090,51
2091,54
2092,37
2093,0
2094,31
2095,41
2096,26
2097,6
2098,22
2099,47
2100,46
2101,9
2102,21
2103,71
2104,55
2105,78
2106,39
2107,37
2108,53
2109,68
2110,14
2111,45
2112,59
2113,14
2114,9
2115,78
2116,51
2117,35
2118,44
2119,14
2120,30
2121,23
2122,37
2123,0
2124,42
2125,69
2126,99
2127,7
2128,72
2129,72
2130,18
2131,33
2132,62
2133,47
2134,55
2135,26
2136,33
2137,13
2138,70
2139,16
2140,85
2141,63
2142,52
2143,38
2144,25
2145,26
2146,33
2147,15
2148,62
2149,29
2150,59
2151,46
2152,10
2153,63
2154,11
2155,30
2156,15
2157,32
2158,66
2159,33
2160,50
2161,47
2162,54
2163,28
2164,7
2165,53
2166,71
2167,4
2168,36
2169,20
2170,45
2171,19
2172,7
2173,59
2174,21
2175,14
2176,45
2177,42
2178,16
2179,57
2180,55
2181,57
2182,18
2183,51
2184,33
2185,53
2186,6
2187,48
2188,9
2189,57
2190,26
2191,16
2192,74
2193,7
2194,59
2195,22
2196,72
2197,61
2198,37
2199,82
2200,58
2201,41
2202,6
2203,37
2204,6
2205,17
2206,45
2207,44
2208,54
2209,17
2210,23
2211,19
2212,22
2213,2
2214,55
2215,10
2216,15
2217,26
2218,1
2219,12
2220,84
2221,56
2222,21
2223,8
2224,53
2225,53
2226,49
2227,5
2228,7
2229,38
2230,12
2231,30
2232,65
2233,60
2234,56
2235,42
2236,47
2237,36
2238,37
2239,32
2240,46
2241,64
2242,67
2243,87
2244,30
2245,66
2246,75
2247,33
2248,5
2249,32
2250,72
2251,3
2252,45
2253,88
2254,60
2255,23
2256,54
2257,53
2258,59
2259,75
2260,39
2261,61
2262,58
2263,71
2264,9
2265,65
2266,7
2267,28
2268,52
2269,17
2270,43
2271,13
2272,75
2273,26
2274,63
2275,25
2276,5
2277,32
2278,15
2279,85
2280,4
2281,3
2282,54
2283,74
2284,59
2285,92
2286,68
2287,55
2288,24
2289,32
2290,62
2291,25
2292,2
2293,64
2294,22
2295,43
2296,17
2297,74
2298,50
2299,22
2300,30
2301,73
2302,65
2303,5
2304,35
2305,60
2306,41
2307,0
2308,34
2309,31
2310,49
2311,18
2312,28
2313,59
2314,6
2315,26
2316,5
2317,60
2318,20
2319,28
2320,21
2321,74
2322,49
2323,38
2324,14
2325,78
2326,46
2327,62
2328,26
2329,28
2330,49
2331,87
2332,23
2333,85
2334,46
2335,22
2336,45
2337,39
2338,63
2339,65
2340,64
2341,34
2342,8
2343,6
2344,47
2345,64
2346,56
2347,54
2348,54
2349,47
2350,45
2351,15
2352,67
2353,68
2354,11
2355,32
2356,33
2357,59
2358,37
2359,18
2360,46
2361,24
2362,25
2363,59
2364,72
2365,71
2366,9
2367,36
2368,20
2369,53
2370,8
2371,24
2372,46
2373,16
2374,55
2375,74
2376,30
2377,40
2378,34
2379,49
2380,15
2381,42
2382,42
2383,28
2384,30
2385,76
2386,50
2387,11
2388,18
2389,74
2390,16
2391,46
2392,6
2393,1
2394,55
2395,23
2396,57
2397,61
2398,46
2399,49
2400,42
2401,9
2402,59
2403,3
2404,55
2405,28
2406,55
2407,14
2408,8
2409,39
2410,14
2411,2
2412,51
2413,17
2414,45
2415,62
2416,48
2417,7
2418,14
2419,68
2420,58
2421,67
2422,23
2423,15
2424,30
2425,68
2426,88
2427,78
2428,46
2429,1
2430,10
2431,52
2432,56
2433,9
2434,47
2435,37
2436,0
2437,71
2438,47
2439,51
2440,4
2441,48
2442,30
2443,29
2444,3
2445,29
2446,48
2447,34
2448,48
2449,50
2450,48
2451,62
2452,30
2453,58
2454,69
2455,20
2456,47
2457,18
2458,80
2459,34
2460,86
2461,65
2462,77
2463,10
2464,3
2465,46
2466,76
2467,67
2468,19
2469,26
2470,60
2471,19
2472,64
2473,71
2474,32
2475,33
2476,81
2477,8
2478,72
2479,26
2480,55
2481,40
2482,72
2483,10
2484,78
2485,55
2486,35
2487,32
2488,17
2489,31
2490,46
2491,20
2492,74
2493,18
2494,25
2495,54
2496,27
2497,28
2498,46
2499,74
2500,75
2501,63
2502,63
2503,58
2504,26
2505,7
2506,30
2507,51
2508,24
2509,71
2510,70
2511,53
2512,54
2513,22
2514,9
2515,5
2516,54
2517,12
2518,47
2519,11
2520,25
2521,28
2522,15
2523,37
2524,50
2525,14
2526,49
2527,50
2528,60
2529,79
2530,82
2531,82
2532,79
2533,50
2534,35
2535,49
2536,34
2537,68
2538,81
2539,20
2540,71
2541,48
2542,62
2543,72
2544,61
2545,46
2546,22
2547,1
2548,58
2549,29
2550,54
2551,21
2552,2
2553,8
2554,89
2555,53
2556,4
2557,37
2558,37
2559,59
2560,59
2561,77
2562,54
2563,60
2564,41
2565,65
2566,15
2567,12
2568,16
2569,68
2570,73
2571,62
2572,56
2573,50
2574,42
2575,25
2576,55
2577,25
2578,6
2579,4
2580,27
2581,1
2582,68
2583,3
2584,52
2585,65
2586,3
2587,19
2588,9
2589,10
2590,68
2591,5
2592,21
2593,33
2594,31
2595,25
2596,93
2597,57
2598,51
2599,56
2600,79
2601,35
2602,15
2603,10
2604,23
2605,45
2606,75
2607,48
2608,33
2609,19
2610,71
2611,51
2612,51
2613,56
2614,48
2615,65
2616,0
2617,32
2618,63
2619,38
2620,38
2621,12
2622,74
2623,50
2624,31
2625,33
2626,51
2627,23
2628,31
2629,59
2630,55
2631,55
2632,55
2633,84
2634,17
2635,56
2636,63
2637,71
2638,52
2639,63
2640,72
2641,36
2642,14
2643,18
2644,58
2645,22
2646,29
2647,48
2648,28
2649,53
2650,72
2651,13
2652,12
2653,16
2654,46
2655,24
2656,63
2657,39
2658,89
2659,31
2660,62
2661,11
2662,76
2663,12
2664,52
2665,77
2666,15
2667,34
2668,10
2669,59
2670,5
2671,15
2672,50
2673,50
2674,40
2675,13
2676,31
2677,3
2678,67
2679,57
2680,14
2681,49
2682,68
2683,84
2684,40
2685,55
2686,42
2687,66
2688,41
2689,35
2690,18
2691,52
2692,61
2693,75
2694,32
2695,50
2696,3
2697,16
2698,66
2699,2
2700,20
2701,48
2702,24
2703,63
2704,33
2705,37
2706,48
2707,26
2708,54
2709,92
2710,35
2711,70
2712,11
2713,61
2714,50
2715,29
2716,72
2717,27
2718,66
2719,26
2720,39
2721,47
2722,7
2723,4
2724,0
2725,48
2726,28
2727,69
2728,12
2729,49
2730,59
2731,59
2732,11
2733,29
2734,13
2735,58
2736,43
2737,45
2738,23
2739,65
2740,24
2741,18
2742,38
2743,54
2744,61
2745,45
2746,53
2747,26
2748,33
2749,21
2750,21
2751,64
2752,6
2753,39
2754,61
2755,0
2756,53
2757,4
2758,43
2759,54
2760,53
2761,68
2762,65
2763,57
2764,74
2765,32
2766,65
2767,27
2768,23
2769,54
2770,23
2771,38
2772,33
2773,68
2774,82
2775,74
2776,21
2777,14
2778,37
2779,22
2780,40
2781,6
2782,69
2783,79
2784,59
2785,28
2786,65
2787,20
2788,37
2789,6
2790,48
2791,76
2792,36
2793,6
2794,53
2795,24
2796,18
2797,74
2798,46
2799,34
2800,41
2801,10
2802,9
2803,94
2804,51
2805,18
2806,83
2807,37
2808,69
2809,25
2810,7
2811,20
2812,28
2813,43
2814,22
2815,7
2816,71
2817,48
2818,84
2819,16
2820,42
2821,0
2822,54
2823,83
2824,91
2825,24
2826,67
2827,41
2828,37
2829,49
2830,50
2831,19
2832,46
2833,85
2834,50
2835,39
2836,3
2837,14
2838,55
2839,58
2840,75
2841,4
2842,56
2843,18
2844,50
2845,26
2846,65
2847,73
2848,8
2849,10
2850,74
2851,14
2852,84
2853,29
2854,9
2855,17
2856,27
2857,3
2858,69
2859,50
2860,52
2861,7
2862,53
2863,59
2864,55
2865,54
2866,79
2867,39
2868,34
2869,56
2870,26
2871,27
2872,33
2873,68
2874,21
2875,63
2876,79
2877,19
2878,68
2879,62
2880,28
2881,57
2882,17
2883,77
2884,41
2885,19
2886,22
2887,63
2888,87
2889,5
2890,62
2891,22
2892,74
2893,13
2894,44
2895,75
2896,34
2897,7
2898,55
2899,39
2900,59
2901,13
2902,13
2903,62
2904,2
2905,65
2906,59
2907,34
2908,79
2909,58
2910,59
2911,21
2912,17
2913,4
2914,6
2915,16
2916,52
2917,17
2918,2
2919,69
2920,24
2921,49
2922,38
2923,50
2924,77
2925,59
2926,64
2927,58
2928,64
2929,37
2930,36
2931,43
2932,50
2933,45
2934,58
2935,5
2936,18
2937,54
2938,42
2939,62
2940,54
2941,69
2942,74
2943,25
2944,52
2945,0
2946,17
2947,57
2948,34
2949,13
2950,99
2951,79
2952,6
2953,46
2954,37
2955,70
2956,68
2957,61
2958,12
2959,62
2960,59
2961,60
2962,31
2963,42
2964,37
2965,58
2966,17
2967,35
2968,27
2969,10
2970,79
2971,32
2972,64
2973,4
2974,53
2975,64
2976,27
2977,10
2978,33
2979,59
2980,12
2981,55
2982,46
2983,16
2984,35
2985,51
2986,45
2987,5
2988,58
2989,69
2990,52
2991,67
2992,64
2993,32
2994,34
2995,54
2996,71
2997,38
